hostname,environment,os,platform,vm_id,ip_address,subnet,datacenter,cluster_name,role,app_name,owner,criticality,cpu_cores,memory_gb,storage_gb,is_virtual,is_cloud,tags
server0160,prod,Windows,vmware,vm-1160,10.0.160.10,10.0.160.0/24,DC2,Cluster1,app,App11,user1,low,1,2,50,true,false,env:prod;role:app;dc:DC2
server0161,dev,RHEL,vmware,vm-1161,10.0.161.11,10.0.161.0/24,DC3,Cluster2,db,App12,user2,medium,2,4,100,true,false,env:dev;role:db;dc:DC3
server0162,qa,Ubuntu,vmware,vm-1162,10.0.162.12,10.0.162.0/24,DC1,Cluster3,web,App13,user3,high,3,6,150,true,false,env:qa;role:web;dc:DC1
server0163,stage,SLES,vmware,vm-1163,10.0.163.13,10.0.163.0/24,DC2,Cluster4,batch,App14,user4,critical,4,8,200,true,false,env:stage;role:batch;dc:DC2
server0164,prod,Windows,vmware,vm-1164,10.0.164.14,10.0.164.0/24,DC3,Cluster1,file,App15,user5,low,5,10,250,true,false,env:prod;role:file;dc:DC3
server0165,dev,RHEL,vmware,vm-1165,10.0.165.15,10.0.165.0/24,DC1,Cluster2,app,App16,user6,medium,6,12,300,true,false,env:dev;role:app;dc:DC1
server0166,qa,Ubuntu,vmware,vm-1166,10.0.166.16,10.0.166.0/24,DC2,Cluster3,db,App17,user7,high,7,14,350,true,false,env:qa;role:db;dc:DC2
server0167,stage,SLES,vmware,vm-1167,10.0.167.17,10.0.167.0/24,DC3,Cluster4,web,App18,user8,critical,8,16,400,true,false,env:stage;role:web;dc:DC3
server0168,prod,Windows,vmware,vm-1168,10.0.168.18,10.0.168.0/24,DC1,Cluster1,batch,App19,user9,low,1,18,450,true,false,env:prod;role:batch;dc:DC1
server0169,dev,RHEL,vmware,vm-1169,10.0.169.19,10.0.169.0/24,DC2,Cluster2,file,App20,user10,medium,2,20,500,true,false,env:dev;role:file;dc:DC2
server0170,qa,Ubuntu,vmware,vm-1170,10.0.170.10,10.0.170.0/24,DC3,Cluster3,app,App21,user11,high,3,22,550,true,false,env:qa;role:app;dc:DC3
server0171,stage,SLES,vmware,vm-1171,10.0.171.11,10.0.171.0/24,DC1,Cluster4,db,App22,user12,critical,4,24,600,true,false,env:stage;role:db;dc:DC1
server0172,prod,Windows,vmware,vm-1172,10.0.172.12,10.0.172.0/24,DC2,Cluster1,web,App23,user13,low,5,26,650,true,false,env:prod;role:web;dc:DC2
server0173,dev,RHEL,vmware,vm-1173,10.0.173.13,10.0.173.0/24,DC3,Cluster2,batch,App24,user14,medium,6,28,700,true,false,env:dev;role:batch;dc:DC3
server0174,qa,Ubuntu,vmware,vm-1174,10.0.174.14,10.0.174.0/24,DC1,Cluster3,file,App25,user15,high,7,30,750,true,false,env:qa;role:file;dc:DC1
server0175,stage,SLES,vmware,vm-1175,10.0.175.15,10.0.175.0/24,DC2,Cluster4,app,App26,user16,critical,8,32,800,true,false,env:stage;role:app;dc:DC2
server0176,prod,Windows,vmware,vm-1176,10.0.176.16,10.0.176.0/24,DC3,Cluster1,db,App27,user17,low,1,2,850,true,false,env:prod;role:db;dc:DC3
server0177,dev,RHEL,vmware,vm-1177,10.0.177.17,10.0.177.0/24,DC1,Cluster2,web,App28,user18,medium,2,4,900,true,false,env:dev;role:web;dc:DC1
server0178,qa,Ubuntu,vmware,vm-1178,10.0.178.18,10.0.178.0/24,DC2,Cluster3,batch,App29,user19,high,3,6,950,true,false,env:qa;role:batch;dc:DC2
server0179,stage,SLES,vmware,vm-1179,10.0.179.19,10.0.179.0/24,DC3,Cluster4,file,App30,user20,critical,4,8,1000,true,false,env:stage;role:file;dc:DC3
server0180,prod,Windows,vmware,vm-1180,10.0.180.10,10.0.180.0/24,DC1,Cluster1,app,App31,user1,low,5,10,50,true,false,env:prod;role:app;dc:DC1
server0181,dev,RHEL,vmware,vm-1181,10.0.181.11,10.0.181.0/24,DC2,Cluster2,db,App32,user2,medium,6,12,100,true,false,env:dev;role:db;dc:DC2
server0182,qa,Ubuntu,vmware,vm-1182,10.0.182.12,10.0.182.0/24,DC3,Cluster3,web,App33,user3,high,7,14,150,true,false,env:qa;role:web;dc:DC3
server0183,stage,SLES,vmware,vm-1183,10.0.183.13,10.0.183.0/24,DC1,Cluster4,batch,App34,user4,critical,8,16,200,true,false,env:stage;role:batch;dc:DC1
server0184,prod,Windows,vmware,vm-1184,10.0.184.14,10.0.184.0/24,DC2,Cluster1,file,App35,user5,low,1,18,250,true,false,env:prod;role:file;dc:DC2
server0185,dev,RHEL,vmware,vm-1185,10.0.185.15,10.0.185.0/24,DC3,Cluster2,app,App36,user6,medium,2,20,300,true,false,env:dev;role:app;dc:DC3
server0186,qa,Ubuntu,vmware,vm-1186,10.0.186.16,10.0.186.0/24,DC1,Cluster3,db,App37,user7,high,3,22,350,true,false,env:qa;role:db;dc:DC1
server0187,stage,SLES,vmware,vm-1187,10.0.187.17,10.0.187.0/24,DC2,Cluster4,web,App38,user8,critical,4,24,400,true,false,env:stage;role:web;dc:DC2
server0188,prod,Windows,vmware,vm-1188,10.0.188.18,10.0.188.0/24,DC3,Cluster1,batch,App39,user9,low,5,26,450,true,false,env:prod;role:batch;dc:DC3
server0189,dev,RHEL,vmware,vm-1189,10.0.189.19,10.0.189.0/24,DC1,Cluster2,file,App40,user10,medium,6,28,500,true,false,env:dev;role:file;dc:DC1
server0190,qa,Ubuntu,vmware,vm-1190,10.0.190.10,10.0.190.0/24,DC2,Cluster3,app,App41,user11,high,7,30,550,true,false,env:qa;role:app;dc:DC2
server0191,stage,SLES,vmware,vm-1191,10.0.191.11,10.0.191.0/24,DC3,Cluster4,db,App42,user12,critical,8,32,600,true,false,env:stage;role:db;dc:DC3
server0192,prod,Windows,vmware,vm-1192,10.0.192.12,10.0.192.0/24,DC1,Cluster1,web,App43,user13,low,1,2,650,true,false,env:prod;role:web;dc:DC1
server0193,dev,RHEL,vmware,vm-1193,10.0.193.13,10.0.193.0/24,DC2,Cluster2,batch,App44,user14,medium,2,4,700,true,false,env:dev;role:batch;dc:DC2
server0194,qa,Ubuntu,vmware,vm-1194,10.0.194.14,10.0.194.0/24,DC3,Cluster3,file,App45,user15,high,3,6,750,true,false,env:qa;role:file;dc:DC3
server0195,stage,SLES,vmware,vm-1195,10.0.195.15,10.0.195.0/24,DC1,Cluster4,app,App46,user16,critical,4,8,800,true,false,env:stage;role:app;dc:DC1
server0196,prod,Windows,vmware,vm-1196,10.0.196.16,10.0.196.0/24,DC2,Cluster1,db,App47,user17,low,5,10,850,true,false,env:prod;role:db;dc:DC2
server0197,dev,RHEL,vmware,vm-1197,10.0.197.17,10.0.197.0/24,DC3,Cluster2,web,App48,user18,medium,6,12,900,true,false,env:dev;role:web;dc:DC3
server0198,qa,Ubuntu,vmware,vm-1198,10.0.198.18,10.0.198.0/24,DC1,Cluster3,batch,App49,user19,high,7,14,950,true,false,env:qa;role:batch;dc:DC1
server0199,stage,SLES,vmware,vm-1199,10.0.199.19,10.0.199.0/24,DC2,Cluster4,file,App50,user20,critical,8,16,1000,true,false,env:stage;role:file;dc:DC2
server0200,prod,Windows,vmware,vm-1200,10.0.200.10,10.0.200.0/24,DC3,Cluster1,app,App1,user1,low,1,18,50,true,false,env:prod;role:app;dc:DC3
server0201,dev,RHEL,vmware,vm-1201,10.0.201.11,10.0.201.0/24,DC1,Cluster2,db,App2,user2,medium,2,20,100,true,false,env:dev;role:db;dc:DC1
server0202,qa,Ubuntu,vmware,vm-1202,10.0.202.12,10.0.202.0/24,DC2,Cluster3,web,App3,user3,high,3,22,150,true,false,env:qa;role:web;dc:DC2
server0203,stage,SLES,vmware,vm-1203,10.0.203.13,10.0.203.0/24,DC3,Cluster4,batch,App4,user4,critical,4,24,200,true,false,env:stage;role:batch;dc:DC3
server0204,prod,Windows,vmware,vm-1204,10.0.204.14,10.0.204.0/24,DC1,Cluster1,file,App5,user5,low,5,26,250,true,false,env:prod;role:file;dc:DC1
server0205,dev,RHEL,vmware,vm-1205,10.0.205.15,10.0.205.0/24,DC2,Cluster2,app,App6,user6,medium,6,28,300,true,false,env:dev;role:app;dc:DC2
server0206,qa,Ubuntu,vmware,vm-1206,10.0.206.16,10.0.206.0/24,DC3,Cluster3,db,App7,user7,high,7,30,350,true,false,env:qa;role:db;dc:DC3
server0207,stage,SLES,vmware,vm-1207,10.0.207.17,10.0.207.0/24,DC1,Cluster4,web,App8,user8,critical,8,32,400,true,false,env:stage;role:web;dc:DC1
server0208,prod,Windows,vmware,vm-1208,10.0.208.18,10.0.208.0/24,DC2,Cluster1,batch,App9,user9,low,1,2,450,true,false,env:prod;role:batch;dc:DC2
server0209,dev,RHEL,vmware,vm-1209,10.0.209.19,10.0.209.0/24,DC3,Cluster2,file,App10,user10,medium,2,4,500,true,false,env:dev;role:file;dc:DC3
server0210,qa,Ubuntu,vmware,vm-1210,10.0.210.10,10.0.210.0/24,DC1,Cluster3,app,App11,user11,high,3,6,550,true,false,env:qa;role:app;dc:DC1
server0211,stage,SLES,vmware,vm-1211,10.0.211.11,10.0.211.0/24,DC2,Cluster4,db,App12,user12,critical,4,8,600,true,false,env:stage;role:db;dc:DC2
server0212,prod,Windows,vmware,vm-1212,10.0.212.12,10.0.212.0/24,DC3,Cluster1,web,App13,user13,low,5,10,650,true,false,env:prod;role:web;dc:DC3
server0213,dev,RHEL,vmware,vm-1213,10.0.213.13,10.0.213.0/24,DC1,Cluster2,batch,App14,user14,medium,6,12,700,true,false,env:dev;role:batch;dc:DC1
server0214,qa,Ubuntu,vmware,vm-1214,10.0.214.14,10.0.214.0/24,DC2,Cluster3,file,App15,user15,high,7,14,750,true,false,env:qa;role:file;dc:DC2
server0215,stage,SLES,vmware,vm-1215,10.0.215.15,10.0.215.0/24,DC3,Cluster4,app,App16,user16,critical,8,16,800,true,false,env:stage;role:app;dc:DC3
server0216,prod,Windows,vmware,vm-1216,10.0.216.16,10.0.216.0/24,DC1,Cluster1,db,App17,user17,low,1,18,850,true,false,env:prod;role:db;dc:DC1
server0217,dev,RHEL,vmware,vm-1217,10.0.217.17,10.0.217.0/24,DC2,Cluster2,web,App18,user18,medium,2,20,900,true,false,env:dev;role:web;dc:DC2
server0218,qa,Ubuntu,vmware,vm-1218,10.0.218.18,10.0.218.0/24,DC3,Cluster3,batch,App19,user19,high,3,22,950,true,false,env:qa;role:batch;dc:DC3
server0219,stage,SLES,vmware,vm-1219,10.0.219.19,10.0.219.0/24,DC1,Cluster4,file,App20,user20,critical,4,24,1000,true,false,env:stage;role:file;dc:DC1
server0220,prod,Windows,vmware,vm-1220,10.0.220.10,10.0.220.0/24,DC2,Cluster1,app,App21,user1,low,5,26,50,true,false,env:prod;role:app;dc:DC2
server0221,dev,RHEL,vmware,vm-1221,10.0.221.11,10.0.221.0/24,DC3,Cluster2,db,App22,user2,medium,6,28,100,true,false,env:dev;role:db;dc:DC3
server0222,qa,Ubuntu,vmware,vm-1222,10.0.222.12,10.0.222.0/24,DC1,Cluster3,web,App23,user3,high,7,30,150,true,false,env:qa;role:web;dc:DC1
server0223,stage,SLES,vmware,vm-1223,10.0.223.13,10.0.223.0/24,DC2,Cluster4,batch,App24,user4,critical,8,32,200,true,false,env:stage;role:batch;dc:DC2
server0224,prod,Windows,vmware,vm-1224,10.0.224.14,10.0.224.0/24,DC3,Cluster1,file,App25,user5,low,1,2,250,true,false,env:prod;role:file;dc:DC3
server0225,dev,RHEL,vmware,vm-1225,10.0.225.15,10.0.225.0/24,DC1,Cluster2,app,App26,user6,medium,2,4,300,true,false,env:dev;role:app;dc:DC1
server0226,qa,Ubuntu,vmware,vm-1226,10.0.226.16,10.0.226.0/24,DC2,Cluster3,db,App27,user7,high,3,6,350,true,false,env:qa;role:db;dc:DC2
server0227,stage,SLES,vmware,vm-1227,10.0.227.17,10.0.227.0/24,DC3,Cluster4,web,App28,user8,critical,4,8,400,true,false,env:stage;role:web;dc:DC3
server0228,prod,Windows,vmware,vm-1228,10.0.228.18,10.0.228.0/24,DC1,Cluster1,batch,App29,user9,low,5,10,450,true,false,env:prod;role:batch;dc:DC1
server0229,dev,RHEL,vmware,vm-1229,10.0.229.19,10.0.229.0/24,DC2,Cluster2,file,App30,user10,medium,6,12,500,true,false,env:dev;role:file;dc:DC2
server0230,qa,Ubuntu,vmware,vm-1230,10.0.230.10,10.0.230.0/24,DC3,Cluster3,app,App31,user11,high,7,14,550,true,false,env:qa;role:app;dc:DC3
server0231,stage,SLES,vmware,vm-1231,10.0.231.11,10.0.231.0/24,DC1,Cluster4,db,App32,user12,critical,8,16,600,true,false,env:stage;role:db;dc:DC1
server0232,prod,Windows,vmware,vm-1232,10.0.232.12,10.0.232.0/24,DC2,Cluster1,web,App33,user13,low,1,18,650,true,false,env:prod;role:web;dc:DC2
server0233,dev,RHEL,vmware,vm-1233,10.0.233.13,10.0.233.0/24,DC3,Cluster2,batch,App34,user14,medium,2,20,700,true,false,env:dev;role:batch;dc:DC3
server0234,qa,Ubuntu,vmware,vm-1234,10.0.234.14,10.0.234.0/24,DC1,Cluster3,file,App35,user15,high,3,22,750,true,false,env:qa;role:file;dc:DC1
server0235,stage,SLES,vmware,vm-1235,10.0.235.15,10.0.235.0/24,DC2,Cluster4,app,App36,user16,critical,4,24,800,true,false,env:stage;role:app;dc:DC2
server0236,prod,Windows,vmware,vm-1236,10.0.236.16,10.0.236.0/24,DC3,Cluster1,db,App37,user17,low,5,26,850,true,false,env:prod;role:db;dc:DC3
server0237,dev,RHEL,vmware,vm-1237,10.0.237.17,10.0.237.0/24,DC1,Cluster2,web,App38,user18,medium,6,28,900,true,false,env:dev;role:web;dc:DC1
server0238,qa,Ubuntu,vmware,vm-1238,10.0.238.18,10.0.238.0/24,DC2,Cluster3,batch,App39,user19,high,7,30,950,true,false,env:qa;role:batch;dc:DC2
server0239,stage,SLES,vmware,vm-1239,10.0.239.19,10.0.239.0/24,DC3,Cluster4,file,App40,user20,critical,8,32,1000,true,false,env:stage;role:file;dc:DC3
server0240,prod,Windows,vmware,vm-1240,10.0.240.10,10.0.240.0/24,DC1,Cluster1,app,App41,user1,low,1,2,50,true,false,env:prod;role:app;dc:DC1
server0241,dev,RHEL,vmware,vm-1241,10.0.241.11,10.0.241.0/24,DC2,Cluster2,db,App42,user2,medium,2,4,100,true,false,env:dev;role:db;dc:DC2
server0242,qa,Ubuntu,vmware,vm-1242,10.0.242.12,10.0.242.0/24,DC3,Cluster3,web,App43,user3,high,3,6,150,true,false,env:qa;role:web;dc:DC3
server0243,stage,SLES,vmware,vm-1243,10.0.243.13,10.0.243.0/24,DC1,Cluster4,batch,App44,user4,critical,4,8,200,true,false,env:stage;role:batch;dc:DC1
server0244,prod,Windows,vmware,vm-1244,10.0.244.14,10.0.244.0/24,DC2,Cluster1,file,App45,user5,low,5,10,250,true,false,env:prod;role:file;dc:DC2
server0245,dev,RHEL,vmware,vm-1245,10.0.245.15,10.0.245.0/24,DC3,Cluster2,app,App46,user6,medium,6,12,300,true,false,env:dev;role:app;dc:DC3
server0246,qa,Ubuntu,vmware,vm-1246,10.0.246.16,10.0.246.0/24,DC1,Cluster3,db,App47,user7,high,7,14,350,true,false,env:qa;role:db;dc:DC1
server0247,stage,SLES,vmware,vm-1247,10.0.247.17,10.0.247.0/24,DC2,Cluster4,web,App48,user8,critical,8,16,400,true,false,env:stage;role:web;dc:DC2
server0248,prod,Windows,vmware,vm-1248,10.0.248.18,10.0.248.0/24,DC3,Cluster1,batch,App49,user9,low,1,18,450,true,false,env:prod;role:batch;dc:DC3
server0249,dev,RHEL,vmware,vm-1249,10.0.249.19,10.0.249.0/24,DC1,Cluster2,file,App50,user10,medium,2,20,500,true,false,env:dev;role:file;dc:DC1
server0250,qa,Ubuntu,vmware,vm-1250,10.0.250.10,10.0.250.0/24,DC2,Cluster3,app,App1,user11,high,3,22,550,true,false,env:qa;role:app;dc:DC2
server0251,stage,SLES,vmware,vm-1251,10.0.251.11,10.0.251.0/24,DC3,Cluster4,db,App2,user12,critical,4,24,600,true,false,env:stage;role:db;dc:DC3
server0252,prod,Windows,vmware,vm-1252,10.0.252.12,10.0.252.0/24,DC1,Cluster1,web,App3,user13,low,5,26,650,true,false,env:prod;role:web;dc:DC1
server0253,dev,RHEL,vmware,vm-1253,10.0.253.13,10.0.253.0/24,DC2,Cluster2,batch,App4,user14,medium,6,28,700,true,false,env:dev;role:batch;dc:DC2
server0254,qa,Ubuntu,vmware,vm-1254,10.0.254.14,10.0.254.0/24,DC3,Cluster3,file,App5,user15,high,7,30,750,true,false,env:qa;role:file;dc:DC3
server0255,stage,SLES,vmware,vm-1255,10.0.255.15,10.0.255.0/24,DC1,Cluster4,app,App6,user16,critical,8,32,800,true,false,env:stage;role:app;dc:DC1
server0256,prod,Windows,vmware,vm-1256,10.1.0.16,10.1.0.0/24,DC2,Cluster1,db,App7,user17,low,1,2,850,true,false,env:prod;role:db;dc:DC2
server0257,dev,RHEL,vmware,vm-1257,10.1.1.17,10.1.1.0/24,DC3,Cluster2,web,App8,user18,medium,2,4,900,true,false,env:dev;role:web;dc:DC3
server0258,qa,Ubuntu,vmware,vm-1258,10.1.2.18,10.1.2.0/24,DC1,Cluster3,batch,App9,user19,high,3,6,950,true,false,env:qa;role:batch;dc:DC1
server0259,stage,SLES,vmware,vm-1259,10.1.3.19,10.1.3.0/24,DC2,Cluster4,file,App10,user20,critical,4,8,1000,true,false,env:stage;role:file;dc:DC2
server0260,prod,Windows,vmware,vm-1260,10.1.4.10,10.1.4.0/24,DC3,Cluster1,app,App11,user1,low,5,10,50,true,false,env:prod;role:app;dc:DC3
server0261,dev,RHEL,vmware,vm-1261,10.1.5.11,10.1.5.0/24,DC1,Cluster2,db,App12,user2,medium,6,12,100,true,false,env:dev;role:db;dc:DC1
server0262,qa,Ubuntu,vmware,vm-1262,10.1.6.12,10.1.6.0/24,DC2,Cluster3,web,App13,user3,high,7,14,150,true,false,env:qa;role:web;dc:DC2
server0263,stage,SLES,vmware,vm-1263,10.1.7.13,10.1.7.0/24,DC3,Cluster4,batch,App14,user4,critical,8,16,200,true,false,env:stage;role:batch;dc:DC3
server0264,prod,Windows,vmware,vm-1264,10.1.8.14,10.1.8.0/24,DC1,Cluster1,file,App15,user5,low,1,18,250,true,false,env:prod;role:file;dc:DC1
server0265,dev,RHEL,vmware,vm-1265,10.1.9.15,10.1.9.0/24,DC2,Cluster2,app,App16,user6,medium,2,20,300,true,false,env:dev;role:app;dc:DC2
server0266,qa,Ubuntu,vmware,vm-1266,10.1.10.16,10.1.10.0/24,DC3,Cluster3,db,App17,user7,high,3,22,350,true,false,env:qa;role:db;dc:DC3
server0267,stage,SLES,vmware,vm-1267,10.1.11.17,10.1.11.0/24,DC1,Cluster4,web,App18,user8,critical,4,24,400,true,false,env:stage;role:web;dc:DC1
server0268,prod,Windows,vmware,vm-1268,10.1.12.18,10.1.12.0/24,DC2,Cluster1,batch,App19,user9,low,5,26,450,true,false,env:prod;role:batch;dc:DC2
server0269,dev,RHEL,vmware,vm-1269,10.1.13.19,10.1.13.0/24,DC3,Cluster2,file,App20,user10,medium,6,28,500,true,false,env:dev;role:file;dc:DC3
server0270,qa,Ubuntu,vmware,vm-1270,10.1.14.10,10.1.14.0/24,DC1,Cluster3,app,App21,user11,high,7,30,550,true,false,env:qa;role:app;dc:DC1
server0271,stage,SLES,vmware,vm-1271,10.1.15.11,10.1.15.0/24,DC2,Cluster4,db,App22,user12,critical,8,32,600,true,false,env:stage;role:db;dc:DC2
server0272,prod,Windows,vmware,vm-1272,10.1.16.12,10.1.16.0/24,DC3,Cluster1,web,App23,user13,low,1,2,650,true,false,env:prod;role:web;dc:DC3
server0273,dev,RHEL,vmware,vm-1273,10.1.17.13,10.1.17.0/24,DC1,Cluster2,batch,App24,user14,medium,2,4,700,true,false,env:dev;role:batch;dc:DC1
server0274,qa,Ubuntu,vmware,vm-1274,10.1.18.14,10.1.18.0/24,DC2,Cluster3,file,App25,user15,high,3,6,750,true,false,env:qa;role:file;dc:DC2
server0275,stage,SLES,vmware,vm-1275,10.1.19.15,10.1.19.0/24,DC3,Cluster4,app,App26,user16,critical,4,8,800,true,false,env:stage;role:app;dc:DC3
server0276,prod,Windows,vmware,vm-1276,10.1.20.16,10.1.20.0/24,DC1,Cluster1,db,App27,user17,low,5,10,850,true,false,env:prod;role:db;dc:DC1
server0277,dev,RHEL,vmware,vm-1277,10.1.21.17,10.1.21.0/24,DC2,Cluster2,web,App28,user18,medium,6,12,900,true,false,env:dev;role:web;dc:DC2
server0278,qa,Ubuntu,vmware,vm-1278,10.1.22.18,10.1.22.0/24,DC3,Cluster3,batch,App29,user19,high,7,14,950,true,false,env:qa;role:batch;dc:DC3
server0279,stage,SLES,vmware,vm-1279,10.1.23.19,10.1.23.0/24,DC1,Cluster4,file,App30,user20,critical,8,16,1000,true,false,env:stage;role:file;dc:DC1
server0280,prod,Windows,vmware,vm-1280,10.1.24.10,10.1.24.0/24,DC2,Cluster1,app,App31,user1,low,1,18,50,true,false,env:prod;role:app;dc:DC2
server0281,dev,RHEL,vmware,vm-1281,10.1.25.11,10.1.25.0/24,DC3,Cluster2,db,App32,user2,medium,2,20,100,true,false,env:dev;role:db;dc:DC3
server0282,qa,Ubuntu,vmware,vm-1282,10.1.26.12,10.1.26.0/24,DC1,Cluster3,web,App33,user3,high,3,22,150,true,false,env:qa;role:web;dc:DC1
server0283,stage,SLES,vmware,vm-1283,10.1.27.13,10.1.27.0/24,DC2,Cluster4,batch,App34,user4,critical,4,24,200,true,false,env:stage;role:batch;dc:DC2
server0284,prod,Windows,vmware,vm-1284,10.1.28.14,10.1.28.0/24,DC3,Cluster1,file,App35,user5,low,5,26,250,true,false,env:prod;role:file;dc:DC3
server0285,dev,RHEL,vmware,vm-1285,10.1.29.15,10.1.29.0/24,DC1,Cluster2,app,App36,user6,medium,6,28,300,true,false,env:dev;role:app;dc:DC1
server0286,qa,Ubuntu,vmware,vm-1286,10.1.30.16,10.1.30.0/24,DC2,Cluster3,db,App37,user7,high,7,30,350,true,false,env:qa;role:db;dc:DC2
server0287,stage,SLES,vmware,vm-1287,10.1.31.17,10.1.31.0/24,DC3,Cluster4,web,App38,user8,critical,8,32,400,true,false,env:stage;role:web;dc:DC3
server0288,prod,Windows,vmware,vm-1288,10.1.32.18,10.1.32.0/24,DC1,Cluster1,batch,App39,user9,low,1,2,450,true,false,env:prod;role:batch;dc:DC1
server0289,dev,RHEL,vmware,vm-1289,10.1.33.19,10.1.33.0/24,DC2,Cluster2,file,App40,user10,medium,2,4,500,true,false,env:dev;role:file;dc:DC2
server0290,qa,Ubuntu,vmware,vm-1290,10.1.34.10,10.1.34.0/24,DC3,Cluster3,app,App41,user11,high,3,6,550,true,false,env:qa;role:app;dc:DC3
server0291,stage,SLES,vmware,vm-1291,10.1.35.11,10.1.35.0/24,DC1,Cluster4,db,App42,user12,critical,4,8,600,true,false,env:stage;role:db;dc:DC1
server0292,prod,Windows,vmware,vm-1292,10.1.36.12,10.1.36.0/24,DC2,Cluster1,web,App43,user13,low,5,10,650,true,false,env:prod;role:web;dc:DC2
server0293,dev,RHEL,vmware,vm-1293,10.1.37.13,10.1.37.0/24,DC3,Cluster2,batch,App44,user14,medium,6,12,700,true,false,env:dev;role:batch;dc:DC3
server0294,qa,Ubuntu,vmware,vm-1294,10.1.38.14,10.1.38.0/24,DC1,Cluster3,file,App45,user15,high,7,14,750,true,false,env:qa;role:file;dc:DC1
server0295,stage,SLES,vmware,vm-1295,10.1.39.15,10.1.39.0/24,DC2,Cluster4,app,App46,user16,critical,8,16,800,true,false,env:stage;role:app;dc:DC2
server0296,prod,Windows,vmware,vm-1296,10.1.40.16,10.1.40.0/24,DC3,Cluster1,db,App47,user17,low,1,18,850,true,false,env:prod;role:db;dc:DC3
server0297,dev,RHEL,vmware,vm-1297,10.1.41.17,10.1.41.0/24,DC1,Cluster2,web,App48,user18,medium,2,20,900,true,false,env:dev;role:web;dc:DC1
server0298,qa,Ubuntu,vmware,vm-1298,10.1.42.18,10.1.42.0/24,DC2,Cluster3,batch,App49,user19,high,3,22,950,true,false,env:qa;role:batch;dc:DC2
server0299,stage,SLES,vmware,vm-1299,10.1.43.19,10.1.43.0/24,DC3,Cluster4,file,App50,user20,critical,4,24,1000,true,false,env:stage;role:file;dc:DC3
server0300,prod,Windows,vmware,vm-1300,10.1.44.10,10.1.44.0/24,DC1,Cluster1,app,App1,user1,low,5,26,50,true,false,env:prod;role:app;dc:DC1
server0301,dev,RHEL,vmware,vm-1301,10.1.45.11,10.1.45.0/24,DC2,Cluster2,db,App2,user2,medium,6,28,100,true,false,env:dev;role:db;dc:DC2
server0302,qa,Ubuntu,vmware,vm-1302,10.1.46.12,10.1.46.0/24,DC3,Cluster3,web,App3,user3,high,7,30,150,true,false,env:qa;role:web;dc:DC3
server0303,stage,SLES,vmware,vm-1303,10.1.47.13,10.1.47.0/24,DC1,Cluster4,batch,App4,user4,critical,8,32,200,true,false,env:stage;role:batch;dc:DC1
server0304,prod,Windows,vmware,vm-1304,10.1.48.14,10.1.48.0/24,DC2,Cluster1,file,App5,user5,low,1,2,250,true,false,env:prod;role:file;dc:DC2
server0305,dev,RHEL,vmware,vm-1305,10.1.49.15,10.1.49.0/24,DC3,Cluster2,app,App6,user6,medium,2,4,300,true,false,env:dev;role:app;dc:DC3
server0306,qa,Ubuntu,vmware,vm-1306,10.1.50.16,10.1.50.0/24,DC1,Cluster3,db,App7,user7,high,3,6,350,true,false,env:qa;role:db;dc:DC1
server0307,stage,SLES,vmware,vm-1307,10.1.51.17,10.1.51.0/24,DC2,Cluster4,web,App8,user8,critical,4,8,400,true,false,env:stage;role:web;dc:DC2
server0308,prod,Windows,vmware,vm-1308,10.1.52.18,10.1.52.0/24,DC3,Cluster1,batch,App9,user9,low,5,10,450,true,false,env:prod;role:batch;dc:DC3
server0309,dev,RHEL,vmware,vm-1309,10.1.53.19,10.1.53.0/24,DC1,Cluster2,file,App10,user10,medium,6,12,500,true,false,env:dev;role:file;dc:DC1
server0310,qa,Ubuntu,vmware,vm-1310,10.1.54.10,10.1.54.0/24,DC2,Cluster3,app,App11,user11,high,7,14,550,true,false,env:qa;role:app;dc:DC2
server0311,stage,SLES,vmware,vm-1311,10.1.55.11,10.1.55.0/24,DC3,Cluster4,db,App12,user12,critical,8,16,600,true,false,env:stage;role:db;dc:DC3
server0312,prod,Windows,vmware,vm-1312,10.1.56.12,10.1.56.0/24,DC1,Cluster1,web,App13,user13,low,1,18,650,true,false,env:prod;role:web;dc:DC1
server0313,dev,RHEL,vmware,vm-1313,10.1.57.13,10.1.57.0/24,DC2,Cluster2,batch,App14,user14,medium,2,20,700,true,false,env:dev;role:batch;dc:DC2
server0314,qa,Ubuntu,vmware,vm-1314,10.1.58.14,10.1.58.0/24,DC3,Cluster3,file,App15,user15,high,3,22,750,true,false,env:qa;role:file;dc:DC3
server0315,stage,SLES,vmware,vm-1315,10.1.59.15,10.1.59.0/24,DC1,Cluster4,app,App16,user16,critical,4,24,800,true,false,env:stage;role:app;dc:DC1
server0316,prod,Windows,vmware,vm-1316,10.1.60.16,10.1.60.0/24,DC2,Cluster1,db,App17,user17,low,5,26,850,true,false,env:prod;role:db;dc:DC2
server0317,dev,RHEL,vmware,vm-1317,10.1.61.17,10.1.61.0/24,DC3,Cluster2,web,App18,user18,medium,6,28,900,true,false,env:dev;role:web;dc:DC3
server0318,qa,Ubuntu,vmware,vm-1318,10.1.62.18,10.1.62.0/24,DC1,Cluster3,batch,App19,user19,high,7,30,950,true,false,env:qa;role:batch;dc:DC1
server0319,stage,SLES,vmware,vm-1319,10.1.63.19,10.1.63.0/24,DC2,Cluster4,file,App20,user20,critical,8,32,1000,true,false,env:stage;role:file;dc:DC2
